shipping_id,date_id,product_id,market_id,warehouse_id,quantity_shipped,cost_of_shipping,delivery_status,days_for_delivery
1548,1210,29,5,3,183,120.29,Delivered,6
1549,48,25,15,3,33,247.05,Delayed,9
1550,115,20,10,1,39,67.18,Delivered,2
1551,1649,22,11,2,50,443.61,Delivered,10
1552,1615,5,12,4,166,303.26,Delivered,9
1553,403,5,11,5,41,281.58,Delivered,2
1554,2054,27,1,4,123,291.56,Delivered,5
1555,1875,26,15,1,52,495.09,In Transit,10
1556,775,8,3,4,154,308.41,Delivered,9
1557,1414,2,8,4,63,224.11,Delivered,7
1558,660,33,13,3,139,252.84,Delivered,8
1559,1793,14,3,5,67,70.0,Delivered,1
1560,1433,6,1,1,158,249.75,Delayed,7
1561,1315,31,11,1,44,404.66,Delivered,2
1562,1331,8,9,2,159,61.82,In Transit,9
1563,1079,9,2,5,116,104.07,Delivered,6
1564,768,23,7,2,169,200.55,Delivered,1
1565,315,36,10,5,18,384.99,Delivered,6
1566,1720,5,13,2,177,90.84,In Transit,5
1567,1675,21,2,4,101,169.72,Delivered,1
1568,1035,10,3,1,115,142.11,Delivered,3
1569,802,32,15,1,87,313.21,Delivered,3
1570,1651,13,3,1,135,277.21,Delivered,3
1571,903,6,12,5,152,402.31,Delivered,2
1572,2166,34,1,4,137,475.53,Delivered,6
1573,851,26,7,3,26,99.57,Delivered,9
1574,626,23,2,2,40,83.99,Delivered,2
1575,442,32,13,2,174,421.12,Delivered,2
1576,2076,32,3,5,45,339.84,Delivered,2
1577,628,7,14,1,14,377.94,Delivered,8
1578,1518,19,9,2,121,190.5,Delivered,4
1579,115,19,4,2,136,170.97,Delivered,7
1580,1920,31,1,2,48,335.62,Delivered,6
1581,630,28,4,5,194,64.54,Delivered,8
1582,453,2,8,5,152,476.25,Delayed,1
1583,174,15,3,3,71,272.91,Delivered,6
1584,1643,19,3,2,86,423.18,Delivered,5
1585,1841,18,9,4,56,269.25,In Transit,4
1586,1662,33,15,5,99,267.93,Delivered,2
1587,429,19,2,3,91,431.97,In Transit,8
1588,1854,19,7,2,39,238.87,Delivered,2
1589,183,30,10,5,93,361.61,In Transit,7
1590,590,33,8,4,112,313.93,Delivered,4
1591,646,32,2,5,18,490.21,Delivered,6
1592,1609,27,2,2,94,281.3,Delivered,3
1593,1698,13,11,4,144,119.19,Delivered,2
1594,1339,8,13,2,198,485.5,Delivered,7
1595,1805,34,11,2,10,262.0,Delivered,10
1596,423,7,14,2,38,435.19,Delivered,9
1597,567,10,11,1,94,424.48,Delivered,10
1598,2121,11,4,1,83,255.79,Delivered,4
1599,695,34,5,3,86,438.3,Delivered,2
1600,467,21,13,5,171,230.87,Delivered,6
1601,68,1,2,4,166,453.68,In Transit,6
1602,1362,35,5,5,81,262.43,Delivered,6
1603,538,35,7,3,200,476.97,Delivered,7
1604,2175,36,10,4,53,356.07,Delivered,7
1605,1715,36,12,2,156,445.33,Delivered,3
1606,841,10,5,5,125,349.39,Delivered,1
1607,1941,7,6,2,104,350.81,Delivered,7
1608,1901,29,2,2,180,436.78,Delivered,1
1609,1105,22,4,1,13,365.39,Delivered,4
1610,1168,31,13,5,143,356.07,Delivered,4
1611,2122,18,4,5,116,152.56,Delivered,4
1612,1347,3,7,2,18,220.31,Delivered,5
1613,291,18,12,4,29,370.36,Delivered,7
1614,165,27,8,2,58,240.44,Delivered,6
1615,1601,23,6,1,39,296.66,Delivered,4
1616,306,21,2,1,59,180.09,Delivered,3
1617,282,22,13,2,86,435.76,Delivered,6
1618,44,6,1,3,105,430.39,Delivered,5
1619,736,25,4,4,196,469.86,Delivered,6
1620,817,16,5,4,44,462.46,Delivered,8
1621,773,28,4,2,133,95.73,Delivered,4
1622,1192,2,1,2,133,120.39,Delivered,4
1623,1920,24,6,2,50,422.32,Delivered,9
1624,594,21,14,3,83,410.01,Delivered,5
1625,794,5,5,4,56,495.01,Delivered,2
1626,996,24,4,5,97,115.02,Delivered,6
1627,1476,34,11,5,117,240.16,Delivered,1
1628,2033,1,12,3,19,143.57,In Transit,5
1629,649,14,15,4,56,405.6,Delivered,7
1630,1946,18,12,1,111,396.07,Delivered,5
1631,1191,18,8,4,178,126.6,Delivered,5
1632,1887,7,4,4,139,82.14,Delivered,1
1633,1344,27,2,1,95,98.74,Delivered,6
1634,1910,34,1,4,90,212.43,Delivered,4
1635,1586,31,6,3,115,147.65,In Transit,2
1636,984,17,1,3,28,368.05,Delivered,5
1637,2083,32,4,5,121,149.75,Delivered,1
1638,797,9,3,1,175,202.91,Delayed,6
1639,488,8,7,4,166,473.72,In Transit,8
1640,821,13,15,1,93,460.45,Delayed,2
1641,578,31,1,4,165,91.72,In Transit,1
1642,110,11,9,4,153,100.41,Delivered,4
1643,1401,9,5,4,107,351.33,Delivered,4
1644,1623,19,7,2,198,200.9,Delivered,10
1645,338,3,6,1,176,88.93,Delivered,4
1646,1796,25,10,2,183,88.85,Delivered,8
1647,578,5,2,2,107,257.96,Delivered,1
1648,1350,17,9,5,31,143.8,Delivered,3
1649,1310,3,10,1,98,244.22,Delivered,4
1650,1186,14,3,5,150,333.46,Delivered,6
1651,961,1,1,5,83,286.17,Delayed,10
1652,235,18,4,2,94,349.49,Delivered,9
1653,1222,29,12,4,101,163.35,Delivered,3
1654,1760,12,1,3,157,362.01,Delivered,8
1655,1261,2,5,5,95,85.18,In Transit,2
1656,1809,7,7,4,155,106.52,In Transit,9
1657,2158,32,9,4,51,191.77,Delivered,6
1658,1460,27,13,4,129,121.11,Delivered,2
1659,665,29,14,5,167,314.75,In Transit,4
1660,794,8,9,1,51,110.07,Delivered,8
1661,2117,35,6,2,88,153.18,Delivered,7
1662,2190,33,2,2,197,190.32,Delivered,8
1663,122,15,13,1,69,429.02,Delivered,5
1664,41,36,15,1,12,72.39,In Transit,1
1665,816,24,9,4,109,98.26,Delivered,1
1666,725,18,11,5,76,101.98,Delivered,2
1667,396,14,5,1,27,358.13,Delivered,3
1668,657,13,5,3,83,70.08,In Transit,3
1669,834,1,9,2,73,418.0,Delivered,1
1670,2056,31,8,1,130,301.94,Delivered,5
1671,210,20,4,4,41,484.52,Delivered,8
1672,489,8,2,4,126,277.49,Delivered,5
1673,524,7,15,4,115,229.07,Delivered,8
1674,1408,16,12,5,74,106.48,Delivered,1
1675,1003,35,1,4,65,434.81,Delivered,5
1676,2035,6,14,2,145,86.7,Delivered,3
1677,669,1,13,5,182,220.65,Delivered,4
1678,1298,25,15,3,92,244.78,Delivered,8
1679,1236,35,6,3,140,91.47,Delivered,3
1680,1778,20,11,2,68,155.67,Delivered,6
1681,188,15,15,5,197,284.41,In Transit,8
1682,774,8,6,2,111,335.18,Delivered,5
1683,955,7,12,4,31,292.87,Delivered,5
1684,1157,26,8,5,14,336.35,Delivered,8
1685,2112,19,1,2,150,149.91,Delivered,4
1686,788,7,6,5,166,390.63,In Transit,9
1687,364,20,4,4,83,281.63,Delivered,9
1688,865,13,3,1,64,309.2,Delivered,2
1689,2022,16,15,4,123,66.05,Delivered,8
1690,379,19,10,4,187,328.3,Delayed,7
1691,1553,12,3,1,167,143.1,Delivered,2
1692,1636,32,6,5,94,154.86,Delivered,9
1693,1828,9,13,4,100,273.0,Delivered,8
1694,2148,2,13,1,96,200.72,Delivered,2
1695,2038,16,7,2,192,439.13,Delivered,2
1696,1147,17,7,3,71,69.27,Delivered,10
1697,448,15,4,1,47,77.84,Delivered,10
1698,424,25,1,4,133,283.69,Delivered,1
1699,713,1,1,3,73,455.71,Delivered,2
1700,738,12,13,1,101,264.71,Delivered,1
1701,2164,27,12,4,178,266.33,Delivered,5
1702,1402,18,12,4,109,174.05,Delayed,9
1703,104,25,2,3,28,380.15,Delivered,5
1704,770,25,7,5,99,214.65,In Transit,10
1705,1549,35,13,1,101,369.77,Delivered,3
1706,1871,7,15,5,131,174.41,Delivered,8
1707,105,34,11,5,18,387.04,Delivered,2
1708,996,5,11,1,128,205.12,Delivered,1
1709,559,5,6,1,197,401.77,In Transit,4
1710,1739,26,12,4,91,102.61,Delivered,3
1711,2100,29,14,3,147,297.12,In Transit,4
1712,1566,21,2,3,54,160.67,Delivered,3
1713,1694,33,2,4,103,162.52,In Transit,4
1714,745,7,12,2,151,364.1,Delivered,8
1715,1947,30,12,4,164,318.08,Delivered,6
1716,12,31,15,5,178,468.94,In Transit,2
1717,255,6,14,3,178,63.25,Delivered,1
1718,269,24,12,1,72,65.73,Delivered,3
1719,146,23,15,1,94,345.12,Delivered,4
1720,90,35,14,5,59,350.9,Delivered,9
1721,148,29,10,5,14,321.68,Delivered,2
1722,2162,19,2,2,48,416.95,In Transit,8
1723,1203,16,5,5,43,314.17,Delivered,1
1724,272,1,9,3,94,381.15,Delivered,2
1725,1188,29,13,2,94,208.88,Delivered,5
1726,1624,12,7,4,89,410.83,Delivered,4
1727,398,6,7,2,137,354.76,Delivered,8
1728,2059,6,4,1,172,236.92,Delivered,5
1729,1020,30,4,1,60,430.05,Delivered,3
1730,1376,9,14,4,75,332.11,In Transit,3
1731,469,8,7,1,120,157.26,In Transit,1
1732,1565,1,3,4,91,113.19,Delivered,1
1733,2021,10,5,2,35,275.25,Delivered,2
1734,1136,3,4,4,80,459.74,In Transit,5
1735,1303,1,15,2,155,316.55,Delivered,2
1736,1027,32,8,3,31,245.74,Delivered,8
1737,1564,1,2,4,106,238.58,Delivered,4
1738,1004,5,13,5,175,351.66,Delivered,4
1739,361,36,3,4,44,360.18,Delivered,5
1740,2157,17,3,1,154,373.2,In Transit,5
1741,696,17,6,4,185,211.1,Delayed,6
1742,1493,20,2,4,85,442.95,Delivered,8
1743,1487,7,4,4,144,441.88,Delivered,2
1744,785,31,14,5,171,434.39,Delivered,7
1745,772,16,2,4,158,477.31,Delivered,6
1746,2083,14,2,2,118,460.1,In Transit,10
1747,1919,11,5,1,175,473.8,Delivered,10
1748,592,30,14,2,165,374.47,Delivered,2
1749,1462,9,15,2,91,157.58,Delivered,1
1750,695,17,11,1,145,414.28,Delivered,8
1751,1457,25,2,4,133,492.14,Delivered,3
1752,961,22,5,4,160,477.62,Delivered,9
1753,396,21,6,3,157,371.57,Delivered,1
1754,40,8,3,5,69,50.12,Delivered,3
1755,183,14,13,5,77,292.18,Delivered,8
1756,2132,23,7,5,171,426.05,Delivered,1
1757,1530,28,7,5,121,253.32,Delivered,3
1758,1935,6,6,4,79,490.39,Delivered,6
1759,1164,21,6,4,62,254.83,Delivered,1
1760,1266,20,12,5,76,196.68,In Transit,2
1761,1410,6,6,2,143,377.45,Delivered,10
1762,892,1,5,2,93,380.42,Delivered,1
1763,1980,29,14,5,10,260.4,Delivered,1
1764,1035,19,11,4,84,478.83,Delivered,4
1765,1260,10,8,4,137,240.86,Delivered,1
1766,1255,6,12,1,153,381.74,Delivered,7
1767,2080,27,12,2,131,100.48,In Transit,8
1768,2188,19,11,4,30,193.07,Delivered,10
1769,446,20,10,2,136,159.8,Delivered,4
1770,1856,21,8,1,90,106.05,Delivered,6
1771,781,5,2,3,93,187.78,Delivered,8
1772,1871,3,1,4,27,134.44,Delivered,2
1773,1603,3,14,4,107,385.75,Delivered,10
1774,1342,24,4,3,55,209.29,Delivered,10
1775,895,28,6,3,187,405.71,Delivered,8
1776,1786,12,9,5,116,100.64,Delivered,3
1777,1698,10,4,5,66,220.12,Delayed,7
1778,1452,31,1,4,141,397.45,In Transit,8
1779,453,16,5,2,128,163.89,Delivered,5
1780,1108,34,8,3,108,329.91,Delivered,9
1781,310,5,13,4,99,73.13,Delivered,7
1782,405,26,3,4,11,223.62,In Transit,8
1783,2027,16,9,4,81,400.29,Delivered,6
1784,294,29,2,3,198,398.24,Delivered,7
1785,105,13,10,1,149,358.26,Delivered,6
1786,59,10,15,1,171,308.73,Delivered,9
1787,133,30,7,1,25,255.73,Delivered,2
1788,157,3,13,3,74,374.0,Delivered,4
1789,202,26,5,5,95,491.1,Delivered,3
1790,1853,18,6,2,81,212.88,Delivered,9
1791,1504,29,5,1,24,350.66,Delivered,3
1792,1252,29,11,1,17,303.5,Delivered,6
1793,968,14,10,1,118,73.96,Delivered,9
1794,1322,2,1,3,24,456.63,Delivered,7
1795,1443,9,5,2,39,309.0,Delivered,3
1796,704,23,14,4,126,149.52,Delivered,3
1797,1587,24,7,2,194,421.71,Delivered,2
1798,778,30,6,1,159,106.65,Delivered,1
1799,2104,16,4,4,182,176.55,Delivered,8
1800,321,21,7,1,105,470.46,Delivered,1
1801,503,4,5,5,124,449.55,Delivered,4
1802,1157,22,3,3,27,79.09,Delivered,10
1803,583,3,15,1,197,334.17,In Transit,4
1804,1151,4,9,2,36,179.02,Delivered,6
1805,1312,10,9,5,38,443.2,Delivered,10
1806,1366,11,5,3,195,222.43,Delivered,9
1807,1882,1,13,3,161,479.47,Delivered,5
1808,763,25,1,1,160,345.68,Delivered,1
1809,1205,35,8,4,26,305.65,Delivered,9
1810,479,23,2,3,111,104.88,Delivered,10
1811,1625,35,11,5,178,136.23,Delivered,2
1812,450,24,14,5,13,55.45,Delivered,8
1813,321,33,9,5,102,163.89,Delivered,6
1814,1422,27,6,3,28,322.95,Delivered,8
1815,2149,7,3,3,10,337.09,In Transit,1
1816,475,24,12,4,55,369.95,Delivered,7
1817,1653,4,3,4,166,232.08,Delivered,8
1818,729,11,10,5,53,441.32,Delivered,7
1819,1873,22,5,4,90,102.74,Delivered,3
1820,102,6,12,5,59,227.0,Delivered,9
1821,1693,29,1,1,126,335.38,Delivered,1
1822,1050,31,14,3,29,346.94,Delivered,4
1823,182,12,9,4,49,446.36,Delivered,10
1824,1511,33,9,4,13,490.07,Delivered,9
1825,469,26,13,4,34,125.9,Delivered,4
1826,1198,31,6,1,21,166.13,Delivered,10
1827,918,17,8,5,97,256.69,Delivered,9
1828,1534,26,11,4,18,242.63,Delivered,5
1829,761,4,5,5,188,427.86,Delayed,4
1830,1756,27,6,4,15,334.88,Delivered,1
1831,2078,1,6,3,186,340.48,Delayed,6
1832,1585,16,13,5,32,431.58,Delivered,7
1833,1177,25,3,2,131,97.73,Delivered,6
1834,1696,36,6,3,118,476.38,Delivered,6
1835,19,33,13,1,138,316.19,Delivered,3
1836,138,30,7,2,32,419.38,Delayed,10
1837,348,1,13,1,153,377.58,Delivered,7
1838,1712,35,11,3,49,161.98,Delivered,9
1839,1075,29,14,2,195,132.78,Delivered,8
1840,1017,36,12,4,134,258.7,Delivered,3
1841,460,7,11,1,13,215.32,Delivered,5
1842,456,32,8,2,126,229.42,Delivered,6
1843,1232,3,4,5,155,70.25,Delivered,8
1844,466,9,4,4,145,340.67,Delivered,5
1845,361,33,14,5,35,285.97,Delayed,4
1846,1080,29,5,5,10,388.68,Delivered,6
1847,716,8,11,1,125,430.71,Delivered,1
1848,1209,34,8,5,56,368.08,Delivered,6
1849,1565,13,13,5,158,316.36,Delivered,5
1850,213,30,11,4,156,236.57,Delivered,2
1851,1910,14,4,2,42,286.18,Delivered,2
1852,1886,36,10,3,51,194.69,Delivered,1
1853,1856,36,12,2,183,108.89,Delivered,4
1854,2153,27,1,4,138,356.51,Delivered,6
1855,38,21,1,4,82,145.57,Delayed,6
1856,1263,4,4,4,200,160.31,Delivered,4
1857,1741,29,13,2,40,260.06,Delivered,7
1858,1701,16,12,4,138,371.69,Delivered,2
1859,2163,30,1,4,35,224.65,Delivered,9
1860,521,33,1,4,58,486.67,Delivered,10
1861,920,2,12,2,143,82.14,Delayed,3
1862,1499,16,14,2,151,439.06,Delivered,9
1863,914,22,6,5,183,315.77,Delivered,10
1864,390,32,6,5,155,133.5,Delivered,10
1865,96,15,5,1,107,345.62,Delivered,1
1866,678,4,12,3,179,449.51,Delivered,9
1867,1794,3,10,1,24,191.65,In Transit,6
1868,472,31,10,1,79,190.54,Delivered,5
1869,254,20,3,3,66,61.67,Delivered,1
1870,395,4,6,4,109,289.49,Delivered,2
1871,763,17,12,3,32,420.04,Delivered,5
1872,618,15,6,2,190,50.29,Delivered,7
1873,2139,6,3,5,82,429.82,Delivered,10
1874,649,20,7,2,10,125.51,Delivered,10
1875,1915,8,12,1,180,367.87,Delivered,3
1876,542,14,13,3,171,350.08,In Transit,7
1877,1311,25,11,3,180,461.07,Delivered,9
1878,2069,3,10,5,27,286.72,Delivered,4
1879,1916,24,1,5,141,245.71,Delivered,5
1880,1564,13,14,3,124,427.77,Delivered,7
1881,814,18,1,3,180,165.09,Delivered,7
1882,369,14,2,5,52,95.49,In Transit,7
1883,1032,14,10,3,146,190.05,In Transit,6
1884,645,7,12,3,44,144.19,Delivered,6
1885,1408,16,2,4,60,274.67,Delivered,4
1886,233,29,6,2,147,487.03,Delivered,7
1887,2000,10,7,2,30,92.8,Delivered,4
1888,101,33,8,2,151,92.32,Delivered,7
1889,960,11,15,4,133,449.19,Delivered,9
1890,1364,33,5,3,154,344.97,Delivered,5
1891,1571,30,1,5,65,389.56,Delivered,6
1892,336,24,2,3,185,255.44,Delivered,9
1893,849,11,12,2,54,482.31,Delivered,7
1894,1029,17,1,2,188,104.09,Delivered,7
1895,230,21,13,5,85,116.27,Delivered,5
1896,1033,15,7,1,136,73.07,Delivered,3
1897,1433,4,11,3,52,193.4,Delivered,4
1898,1637,14,1,3,135,134.36,Delivered,6
1899,877,11,5,3,84,305.61,Delivered,9
1900,1998,18,4,2,108,483.53,Delivered,8
1901,1017,18,3,3,49,254.93,Delivered,7
1902,39,2,3,5,200,275.91,Delayed,5
1903,14,28,14,3,70,115.21,Delivered,2
1904,1683,35,3,4,76,237.9,Delivered,2
1905,805,27,14,3,192,232.61,Delivered,2
1906,1496,16,11,2,70,84.89,Delivered,3
1907,1301,18,11,3,147,129.86,Delivered,7
1908,1100,11,13,5,121,399.34,Delivered,1
1909,753,25,13,3,63,307.91,Delivered,9
1910,562,21,14,4,198,162.43,Delivered,5
1911,701,8,7,3,160,226.9,Delivered,10
1912,1988,28,15,5,106,52.18,Delivered,9
1913,1248,2,4,5,29,400.26,Delivered,1
1914,638,36,13,3,158,185.72,Delivered,3
1915,1774,35,7,4,38,418.44,Delayed,1
1916,354,36,1,2,161,447.03,Delivered,3
1917,73,34,3,2,164,146.63,Delivered,7
1918,341,26,4,3,184,111.69,Delivered,7
1919,1097,33,1,2,124,343.41,Delivered,10
1920,666,25,14,5,152,296.36,Delivered,2
1921,1237,14,1,1,42,220.68,Delivered,5
1922,1757,29,1,5,15,389.51,Delivered,3
1923,272,27,7,2,121,226.01,In Transit,8
1924,1073,34,2,5,103,102.07,Delayed,9
1925,229,9,5,2,87,442.6,Delivered,1
1926,1867,8,10,3,11,124.95,Delivered,5
1927,264,33,6,1,10,211.25,Delivered,8
1928,1357,8,5,4,80,487.23,Delivered,2
1929,472,33,13,2,34,236.11,Delivered,4
1930,649,19,11,3,16,264.35,In Transit,4
1931,784,24,11,3,152,116.0,Delayed,10
1932,1959,19,10,4,28,410.33,Delivered,4
1933,1710,30,9,3,64,67.52,Delivered,7
1934,1992,28,3,2,72,469.11,Delivered,5
1935,445,36,7,4,71,181.71,In Transit,3
1936,363,23,14,1,93,497.4,Delivered,6
1937,765,12,11,4,68,184.26,Delivered,1
1938,520,36,10,1,87,368.97,Delivered,1
1939,1379,31,12,4,125,352.4,Delivered,4
1940,959,16,2,2,195,308.36,In Transit,3
1941,1420,19,6,1,175,307.12,Delivered,1
1942,1436,28,10,4,25,105.9,Delivered,7
1943,324,2,11,3,189,457.83,Delivered,8
1944,1672,21,3,5,157,310.61,Delivered,7
1945,895,6,11,5,103,453.75,Delivered,2
1946,1155,29,1,4,57,239.06,Delivered,3
1947,1227,30,9,5,163,221.59,Delivered,10
1948,1145,9,6,5,66,264.43,Delivered,9
1949,2126,23,13,4,57,172.0,Delivered,2
1950,1594,21,2,3,19,297.05,Delivered,8
1951,635,13,10,3,121,350.25,Delayed,6
1952,1370,8,6,5,142,275.99,Delivered,1
1953,1615,10,5,1,26,178.88,Delivered,10
1954,213,13,12,2,63,135.02,Delayed,5
1955,482,1,6,4,151,123.96,Delivered,6
1956,124,35,10,3,114,325.98,In Transit,4
1957,649,21,4,3,117,257.25,Delivered,1
1958,651,4,14,2,35,135.26,In Transit,8
1959,196,21,2,5,22,88.34,In Transit,8
1960,1877,29,6,5,107,377.83,Delivered,7
1961,1125,24,1,5,125,380.77,Delivered,10
1962,108,19,6,3,199,262.32,Delivered,4
1963,1145,16,2,3,160,252.15,Delivered,10
1964,878,5,8,4,22,177.96,Delivered,5
1965,887,34,12,1,15,299.13,In Transit,6
1966,230,35,9,5,71,218.23,In Transit,7
1967,1163,11,4,5,24,426.96,Delivered,8
1968,311,20,14,5,118,114.88,Delivered,3
1969,1660,18,14,2,47,362.11,Delivered,8
1970,1705,2,3,1,97,130.45,Delivered,5
1971,84,31,5,3,104,480.91,Delivered,8
1972,515,36,14,1,93,72.0,Delivered,10
1973,1687,25,12,3,187,228.94,Delivered,2
1974,379,35,13,3,88,465.81,Delivered,2
1975,77,1,14,3,134,184.22,Delivered,7
1976,735,11,5,3,19,261.86,Delivered,8
1977,375,18,8,2,95,376.36,Delivered,10
1978,1428,11,6,4,21,434.14,Delivered,4
1979,2180,3,6,5,54,329.58,Delivered,6
1980,67,16,7,3,138,401.92,Delivered,2
1981,818,23,1,4,131,473.27,Delivered,5
1982,1815,30,12,5,145,251.42,Delivered,1
1983,67,34,10,3,12,137.75,In Transit,8
1984,437,29,3,4,63,54.86,Delivered,4
1985,1778,30,14,3,167,67.52,Delivered,4
1986,978,15,12,3,39,105.77,Delivered,6
1987,942,26,6,2,128,497.34,Delivered,1
1988,1737,6,5,5,37,483.0,Delivered,6
1989,2173,8,14,1,155,213.71,Delivered,7
1990,14,36,13,4,149,253.23,Delivered,2
1991,1888,18,12,4,36,327.86,Delivered,2
1992,1814,15,13,5,150,158.95,Delivered,8
1993,1753,16,5,4,71,456.15,Delivered,6
1994,2000,31,1,3,115,284.13,Delivered,1
1995,1580,25,9,3,100,57.08,Delivered,5
1996,838,4,14,4,135,218.31,Delivered,4
1997,128,15,6,3,151,282.58,Delivered,9
1998,1421,15,7,2,17,73.62,Delivered,1
1999,1529,7,12,4,168,474.85,Delivered,6
2000,932,5,1,4,96,416.4,Delivered,1
2001,671,13,12,1,134,59.45,Delivered,6
2002,2037,33,2,3,174,146.38,Delivered,5
2003,144,17,3,4,38,234.52,Delivered,2
2004,1866,20,1,5,97,207.1,Delivered,7
2005,1980,8,8,4,73,289.62,Delivered,9
2006,563,18,2,5,106,221.27,Delivered,3
2007,1411,12,8,2,122,167.26,In Transit,10
2008,232,23,11,5,143,51.58,Delivered,5
2009,902,19,1,1,138,259.41,Delayed,7
2010,1520,27,6,3,198,367.94,Delivered,7
2011,170,24,14,3,189,407.88,Delivered,6
2012,1391,3,11,3,66,449.83,Delivered,6
2013,1341,26,14,2,124,494.81,Delivered,8
2014,831,1,15,1,39,288.66,Delivered,6
2015,1747,14,13,5,182,430.9,Delivered,6
2016,1788,10,4,5,167,414.53,Delivered,9
2017,976,8,15,5,34,333.93,Delivered,9
2018,1415,25,3,3,42,313.81,Delivered,10
2019,1731,36,6,2,193,432.9,Delivered,7
2020,393,31,9,3,128,275.11,Delivered,6
2021,745,20,14,1,131,443.32,In Transit,2
2022,621,17,8,3,133,137.88,Delivered,2
2023,459,1,10,5,19,98.37,Delivered,10
2024,837,5,10,1,158,477.88,Delivered,3
2025,1014,25,6,2,60,462.04,Delivered,4
2026,1353,30,1,1,186,125.0,Delivered,8
2027,1004,21,4,2,151,380.83,Delivered,1
2028,1529,3,4,1,29,221.06,Delivered,7
2029,1103,9,11,3,67,439.14,Delivered,9
2030,593,6,2,5,170,293.66,Delivered,5
2031,1478,8,9,1,98,276.13,In Transit,7
2032,841,20,5,3,36,470.08,Delivered,9
2033,910,26,15,3,172,418.37,Delivered,2
2034,686,16,1,1,32,407.77,Delivered,7
2035,919,1,11,5,147,271.79,Delivered,6
2036,130,34,12,3,194,176.78,Delivered,7
2037,387,30,3,2,90,182.39,Delivered,9
2038,774,17,6,5,84,336.17,Delivered,1
2039,1690,35,12,2,127,390.12,Delivered,9
2040,697,9,9,3,160,101.29,Delivered,1
2041,558,35,2,1,11,450.34,Delayed,9
2042,875,36,11,2,123,465.12,Delivered,1
2043,1780,27,8,1,12,423.82,Delivered,8
2044,2052,32,11,5,180,154.91,Delivered,8
2045,300,25,2,4,55,459.07,Delivered,6
2046,167,3,9,5,100,375.51,Delivered,6
2047,908,29,2,4,169,261.3,Delivered,7
2048,2169,17,10,1,192,242.08,Delivered,6
2049,1218,30,6,3,114,306.92,Delivered,3
2050,2117,31,10,3,141,122.22,Delivered,2
2051,941,9,9,4,168,435.8,Delivered,3
2052,928,35,8,1,52,481.93,Delivered,2
2053,1960,25,6,1,168,375.11,Delivered,10
2054,1295,26,1,5,31,194.17,Delivered,6
2055,1934,27,9,5,119,353.97,Delivered,4
2056,418,10,11,2,82,233.75,Delivered,3
2057,1825,23,11,3,92,251.37,In Transit,10
2058,1318,12,5,2,13,120.13,Delivered,2
2059,933,36,2,4,105,330.5,Delayed,1
2060,1705,11,2,3,174,264.77,In Transit,2
2061,1877,7,15,3,36,209.44,Delivered,1
2062,2187,27,3,4,129,110.39,Delivered,5
2063,2031,32,6,5,94,408.31,Delivered,3
2064,397,27,12,3,79,488.68,Delivered,3
2065,722,35,7,2,167,211.58,In Transit,9
2066,1880,36,15,4,135,80.08,Delivered,3
2067,1575,35,8,2,37,422.46,Delivered,1
2068,209,35,11,1,140,362.67,Delivered,6
2069,658,34,9,5,54,376.06,Delivered,10
2070,1994,26,2,3,150,261.75,Delivered,7
2071,1447,2,14,1,87,158.06,Delivered,7
2072,36,31,15,5,197,230.26,Delivered,1
2073,1792,28,13,4,91,326.99,Delivered,3
2074,1584,30,14,2,87,371.88,Delivered,8
2075,1801,15,4,5,109,406.29,Delayed,4
2076,93,36,13,5,70,247.34,Delivered,5
2077,400,2,4,2,42,374.01,Delivered,9
2078,704,2,3,5,192,302.46,Delivered,4
2079,1059,27,13,1,158,372.4,Delivered,3
2080,875,12,9,3,58,356.21,Delivered,2
2081,2127,1,14,2,181,285.79,Delivered,6
2082,2166,16,11,2,72,100.47,Delivered,4
2083,920,13,2,1,120,498.93,Delivered,7
2084,101,27,4,4,132,199.45,Delivered,2
2085,1357,8,9,3,109,261.41,Delivered,7
2086,2106,20,9,4,55,127.58,In Transit,2
2087,1098,11,12,3,13,99.35,Delivered,1
2088,1429,11,9,5,77,461.38,Delivered,3
2089,344,23,4,3,145,409.95,Delivered,5
2090,1260,13,12,3,138,216.43,Delivered,10
2091,1858,5,1,2,183,375.71,Delivered,5
2092,37,2,15,2,135,220.63,Delivered,9
2093,94,26,11,4,54,245.17,Delivered,1
2094,241,15,15,3,123,315.27,Delivered,5
2095,318,21,6,4,182,65.34,Delayed,6
2096,466,3,4,2,187,356.76,Delivered,4
2097,2191,9,14,2,31,459.27,Delivered,2
2098,2057,34,5,5,112,385.71,Delivered,10
2099,1691,7,9,4,112,440.37,Delivered,6
2100,1030,4,13,1,38,54.57,In Transit,6
2101,2129,31,12,3,124,402.86,Delivered,4
2102,1661,27,3,4,185,422.3,Delivered,7
2103,256,23,1,4,127,314.75,In Transit,6
2104,1502,17,4,4,179,245.35,Delivered,1
2105,1645,11,11,1,132,164.29,Delayed,6
2106,1898,4,8,2,92,266.14,Delivered,9
2107,2185,31,10,2,163,459.04,In Transit,4
2108,233,14,10,1,189,129.38,Delivered,3
2109,955,9,6,1,60,237.28,In Transit,3
2110,1910,11,8,3,102,140.38,Delivered,1
2111,503,7,10,1,157,185.03,Delivered,2
2112,1620,12,8,4,31,308.36,Delivered,8
2113,1542,29,13,1,47,475.26,Delivered,8
2114,1421,1,14,3,70,405.6,Delivered,5
2115,1740,4,12,4,39,145.48,Delivered,2
