target_id,date_id,customer_id,product_id,target_quantity,target_amount
1707,517,44,32,74,7732.03
1708,517,17,18,390,24562.14
1709,517,14,22,133,27142.95
1710,517,138,11,225,23027.04
1711,517,89,26,118,14190.28
1712,517,113,31,143,30487.13
1713,517,117,3,251,40268.1
1714,517,67,33,180,34221.67
1715,517,158,18,261,28217.81
1716,517,39,24,255,40314.5
1717,517,79,29,455,42390.94
1718,517,31,26,235,17352.35
1719,517,198,4,74,38473.44
1720,517,15,4,134,49186.02
1721,517,6,18,123,30637.77
1722,517,73,28,419,9824.48
1723,517,29,18,244,16392.45
1724,517,102,24,173,44306.85
1725,517,174,31,432,46242.32
1726,517,117,9,419,10028.44
1727,517,111,15,184,28284.66
1728,517,136,8,102,44960.14
1729,517,27,2,484,43072.59
1730,517,106,5,178,42379.72
1731,517,80,9,60,5891.43
1732,517,76,23,56,17095.21
1733,517,79,35,143,30043.85
1734,517,38,33,339,17356.01
1735,517,65,8,420,7401.26
1736,517,197,6,69,45524.61
1737,517,177,19,56,10339.21
1738,517,129,25,418,19568.12
1739,517,25,15,352,33722.86
1740,517,124,32,88,30106.15
1741,517,87,22,178,22459.6
1742,517,89,25,274,42829.75
1743,517,36,3,53,25448.2
1744,517,12,3,336,15121.75
1745,517,138,9,61,32883.06
1746,517,12,14,470,29246.06
1747,517,153,31,335,43537.84
1748,517,43,8,130,11409.49
1749,517,70,5,454,6978.42
1750,517,150,1,260,17576.41
1751,517,184,20,215,31754.88
1752,517,164,8,498,32664.68
1753,517,184,8,175,21813.89
1754,517,21,16,165,22039.45
1755,517,143,31,486,37679.16
1756,517,48,27,187,12101.2
1757,517,105,36,163,18181.84
1758,517,59,28,188,44411.27
1759,517,85,33,162,6174.26
1760,517,179,11,235,41941.01
1761,517,96,15,215,28384.59
1762,517,156,19,139,8825.48
1763,517,18,14,231,10897.48
1764,517,18,12,454,45782.52
1765,517,124,10,372,16430.66
1766,517,141,3,110,19753.94
1767,517,26,27,73,17883.4
1768,517,10,30,362,29700.37
1769,517,77,2,347,19912.75
1770,517,120,6,100,16066.71
1771,517,180,13,68,14794.14
1772,517,8,25,128,12828.72
1773,517,141,13,319,34866.7
1774,517,78,22,120,31865.69
1775,517,2,21,157,9366.4
1776,517,159,32,414,22161.28
1777,517,162,9,477,8561.08
1778,517,124,21,113,34130.65
1779,517,151,20,204,30522.06
1780,517,11,31,349,20199.8
1781,517,19,12,213,9259.7
1782,517,104,25,113,18189.88
1783,517,87,27,80,42181.8
1784,517,62,3,490,31114.44
1785,517,45,17,290,45652.36
1786,517,176,32,436,14163.61
1787,517,25,7,305,39655.23
1788,517,43,23,266,9048.82
1789,517,159,19,424,9596.21
1790,517,166,14,141,21126.41
1791,517,171,36,432,6170.62
1792,517,116,2,264,37521.09
1793,517,12,17,293,20215.12
1794,517,122,2,295,27097.69
1795,517,107,32,307,12151.55
1796,517,143,14,77,47563.45
1797,517,182,18,492,38248.76
1798,517,164,1,275,15452.75
1799,517,197,21,228,18392.29
1800,517,123,32,194,38470.57
1801,547,185,26,292,10230.91
1802,547,42,18,57,44893.61
1803,547,135,34,466,15716.26
1804,547,184,29,323,32663.22
1805,547,3,34,377,12973.93
1806,547,107,34,171,16527.24
1807,547,187,10,247,48442.41
1808,547,142,6,452,36760.09
1809,547,70,20,450,12833.55
1810,547,155,29,133,11037.03
1811,547,160,12,479,19510.27
1812,547,95,4,372,15999.92
1813,547,57,12,423,40084.34
1814,547,141,11,183,9462.28
1815,547,198,6,488,11958.09
1816,547,128,29,296,11222.8
1817,547,101,9,342,43199.93
1818,547,188,23,326,46125.92
1819,547,150,33,161,45649.33
1820,547,67,13,334,42036.17
1821,547,53,36,223,31591.3
1822,547,85,34,263,9268.53
1823,547,124,25,168,36934.19
1824,547,198,10,439,13956.56
1825,547,112,17,294,23923.88
1826,547,58,13,347,15119.71
1827,547,28,7,257,45063.52
1828,547,165,19,293,18690.51
1829,547,70,36,468,30966.98
1830,547,121,6,305,18071.67
1831,547,30,3,131,22690.78
1832,547,53,10,295,39458.05
1833,547,54,33,217,24390.74
1834,547,31,33,306,19157.84
1835,547,188,26,60,42487.35
1836,547,47,29,288,39074.48
1837,547,160,16,343,38283.51
1838,547,105,12,232,34317.98
1839,547,192,16,188,12767.9
1840,547,11,1,56,7173.83
1841,547,181,18,480,37048.4
1842,547,148,2,347,27579.67
1843,547,195,8,483,44930.0
1844,547,53,11,302,45169.57
1845,547,11,19,262,46948.34
1846,547,44,28,110,36652.01
1847,547,168,21,315,42906.54
1848,547,187,27,362,42852.79
1849,547,151,10,78,25056.73
1850,547,73,21,495,36892.74
1851,547,20,9,285,6816.67
1852,547,171,27,288,10280.78
1853,547,163,7,181,12514.29
1854,547,97,14,392,16444.73
1855,547,178,33,270,17934.97
1856,547,76,10,410,44889.83
1857,547,174,8,176,44382.06
1858,547,32,6,488,23463.25
1859,547,127,24,425,29634.25
1860,547,40,1,181,14039.49
1861,547,66,29,85,18997.47
1862,547,109,16,371,30373.79
1863,547,98,31,408,26578.74
1864,547,85,12,399,38604.22
1865,547,86,9,456,20448.05
1866,547,160,34,258,36686.87
1867,547,41,36,144,38192.99
1868,547,185,30,436,28921.52
1869,547,101,22,407,7993.6
1870,547,147,26,304,23809.54
1871,547,40,19,105,9143.13
1872,547,12,18,362,17620.2
1873,547,103,22,178,11403.15
1874,547,140,22,413,7233.86
1875,547,186,29,356,47571.67
1876,547,79,26,475,16587.75
1877,547,7,13,440,9253.92
1878,547,45,15,337,41173.39
1879,547,46,34,131,17109.31
1880,547,163,11,426,14364.36
1881,547,174,14,472,15276.61
1882,547,170,24,56,18954.57
1883,547,139,18,225,32603.28
1884,547,35,14,494,29783.85
1885,547,72,3,140,7630.35
1886,547,186,26,263,20987.52
1887,547,53,13,286,15146.24
1888,547,159,9,171,28928.03
1889,547,26,30,436,15832.8
1890,547,90,11,402,39602.98
1891,547,2,20,157,14046.14
1892,547,32,21,112,39998.15
1893,547,199,17,167,14808.39
1894,547,149,23,56,6722.4
1895,547,167,29,412,6672.92
1896,547,85,22,436,5879.32
1897,547,188,10,253,48769.69
1898,547,139,32,138,10560.59
1899,547,189,12,296,14222.94
1900,547,80,3,70,37743.06
1901,578,94,3,487,25720.42
1902,578,184,3,240,48815.92
1903,578,107,9,155,15886.89
1904,578,20,3,122,48740.04
1905,578,18,4,67,30858.51
1906,578,129,34,252,22247.42
1907,578,167,24,115,24489.89
1908,578,20,27,63,37149.74
1909,578,154,32,327,44464.48
1910,578,50,19,269,37326.23
1911,578,163,15,117,26902.43
1912,578,19,31,285,19875.29
1913,578,46,4,300,6498.29
1914,578,11,29,400,21755.13
1915,578,72,12,423,14602.85
1916,578,23,20,433,5928.54
1917,578,71,28,499,31200.3
1918,578,175,15,146,32510.85
1919,578,117,33,233,32041.58
1920,578,123,8,436,40164.75
1921,578,7,26,390,26427.11
1922,578,107,21,249,35452.19
1923,578,118,18,279,23171.56
1924,578,148,24,275,34863.26
1925,578,26,30,241,25264.22
1926,578,188,31,366,32104.49
1927,578,104,14,374,9423.92
1928,578,173,22,384,24116.33
1929,578,155,24,291,18016.17
1930,578,20,10,202,21621.6
1931,578,85,33,332,28759.73
1932,578,169,19,272,13133.76
1933,578,133,25,398,9662.34
1934,578,74,30,475,47963.97
1935,578,19,12,435,8989.37
1936,578,45,5,400,24448.19
1937,578,11,2,483,49366.24
1938,578,42,35,215,44456.27
1939,578,123,24,58,13279.56
1940,578,161,29,256,20557.98
1941,578,122,24,363,15421.73
1942,578,112,6,426,11735.71
1943,578,106,16,177,22075.66
1944,578,134,6,170,35305.0
1945,578,165,23,300,23205.66
1946,578,26,7,148,26559.52
1947,578,66,6,296,7823.6
1948,578,96,12,333,35110.67
1949,578,75,17,310,41919.83
1950,578,30,14,433,42671.39
1951,578,41,17,372,45176.23
1952,578,189,7,458,20126.36
1953,578,2,25,225,14491.43
1954,578,73,9,135,18724.08
1955,578,4,8,321,40159.68
1956,578,169,34,459,45314.51
1957,578,75,7,482,10718.11
1958,578,151,12,187,42910.25
1959,578,65,20,218,40098.25
1960,578,154,24,395,6816.62
1961,578,32,20,483,32060.57
1962,578,121,12,310,43485.53
1963,578,149,23,82,29637.87
1964,578,39,25,70,41227.62
1965,578,130,12,323,12678.16
1966,578,182,3,484,44570.45
1967,578,20,27,351,8338.04
1968,578,117,17,454,12300.27
1969,578,51,26,217,34741.24
1970,578,185,13,440,8201.99
1971,578,170,35,390,15513.43
1972,578,18,9,231,32690.83
1973,578,154,35,101,22458.53
1974,578,16,8,74,12532.28
1975,578,177,6,379,38547.11
1976,578,118,34,214,39518.69
1977,578,97,15,55,37897.39
1978,578,108,2,310,34117.5
1979,578,155,2,173,42903.57
1980,578,129,5,413,25898.36
1981,578,148,15,359,35359.94
1982,578,71,13,247,23611.27
1983,578,87,23,370,19641.85
1984,578,153,15,364,35680.12
1985,578,48,22,207,25833.95
1986,578,149,19,303,45655.61
1987,578,182,22,170,10953.15
1988,578,117,35,178,45291.94
1989,578,183,35,259,47161.68
1990,578,177,6,205,17005.06
1991,578,65,28,132,20924.46
1992,578,170,28,177,48425.54
1993,578,179,31,92,38954.32
1994,578,63,15,263,28396.35
1995,578,31,24,221,12344.12
1996,578,169,19,335,31741.94
1997,578,167,36,50,15293.06
1998,578,184,11,134,30970.06
1999,578,47,20,456,10714.01
2000,578,167,23,66,36911.55
2001,609,24,7,223,39293.47
2002,609,80,28,64,35506.71
2003,609,18,10,487,38241.63
2004,609,62,3,463,11300.81
2005,609,59,15,435,5430.28
2006,609,35,31,394,34103.14
2007,609,89,32,236,20261.73
2008,609,15,3,408,35960.81
2009,609,18,10,371,31741.22
2010,609,161,34,459,30566.97
2011,609,5,20,102,47908.93
2012,609,63,36,55,25501.96
2013,609,54,11,324,11483.43
2014,609,133,3,236,6539.66
2015,609,39,20,390,9739.5
2016,609,148,15,364,11164.27
2017,609,71,7,482,12544.77
2018,609,147,33,188,30090.85
2019,609,129,28,187,44193.56
2020,609,62,24,315,5912.0
2021,609,179,5,283,47825.01
2022,609,100,29,194,15700.24
2023,609,190,33,241,49652.69
2024,609,135,34,408,28620.77
2025,609,1,19,135,46964.5
2026,609,10,7,155,22972.37
2027,609,74,7,122,43267.87
2028,609,163,16,180,16028.69
2029,609,199,21,437,23925.27
2030,609,19,31,374,33248.1
2031,609,148,3,431,13789.4
2032,609,46,35,408,41800.22
2033,609,74,15,303,20506.66
2034,609,114,9,197,35937.73
2035,609,101,24,450,6360.55
2036,609,68,34,251,15129.26
2037,609,166,1,343,28508.46
2038,609,114,29,120,11019.42
2039,609,14,36,59,44589.95
2040,609,53,3,347,28552.99
2041,609,149,16,249,23045.62
2042,609,192,25,308,30977.6
2043,609,172,35,495,7018.68
2044,609,98,28,290,24763.92
2045,609,75,23,312,36270.93
2046,609,148,7,404,22916.45
2047,609,109,27,398,7019.99
2048,609,163,15,368,47752.69
2049,609,24,10,185,21945.2
2050,609,62,16,192,39071.24
2051,609,7,29,147,18546.2
2052,609,164,32,114,17457.96
2053,609,76,34,206,44080.86
2054,609,86,27,410,39612.81
2055,609,71,17,199,13099.99
2056,609,107,20,64,9279.32
2057,609,96,13,145,44273.17
2058,609,121,5,334,33136.08
2059,609,164,22,132,45974.57
2060,609,180,24,130,22878.86
2061,609,63,22,207,49519.78
2062,609,199,4,466,44206.76
2063,609,66,8,446,23115.57
2064,609,46,27,102,28360.18
2065,609,132,5,456,43655.72
2066,609,172,11,88,31847.82
2067,609,99,25,88,33530.98
2068,609,183,2,339,35562.24
2069,609,46,8,300,7577.06
2070,609,1,4,459,28330.93
2071,609,46,25,142,30696.61
2072,609,19,23,69,12058.05
2073,609,154,36,72,36991.45
2074,609,80,3,103,14172.23
2075,609,72,10,250,15020.52
2076,609,60,25,112,27210.26
2077,609,24,24,300,43383.08
2078,609,55,10,475,25542.98
2079,609,117,32,494,21416.99
2080,609,76,31,379,47700.0
2081,609,48,27,295,29837.51
2082,609,184,35,466,11571.9
2083,609,87,9,204,17864.12
2084,609,177,5,451,10841.91
2085,609,122,19,185,11753.64
2086,609,105,10,144,19132.9
2087,609,115,8,256,49411.87
2088,609,109,5,497,25976.88
2089,609,5,23,480,20521.84
2090,609,39,18,94,48452.01
2091,609,178,29,94,33499.79
2092,609,41,8,355,28915.18
2093,609,153,26,116,6358.9
2094,609,190,14,170,41619.11
2095,609,13,21,287,45711.02
2096,609,157,28,333,19257.99
2097,609,186,9,117,48856.23
2098,609,79,17,499,37097.25
2099,609,148,5,162,37867.55
2100,609,168,20,108,35197.76
2101,639,51,8,177,24895.61
2102,639,38,23,307,47321.36
2103,639,148,17,455,8532.38
2104,639,72,9,133,20959.37
2105,639,184,9,419,47164.56
2106,639,143,28,96,24432.77
2107,639,26,8,410,42962.0
2108,639,190,27,108,16619.07
2109,639,103,25,168,42036.87
2110,639,17,6,87,29969.41
2111,639,136,15,179,10542.13
2112,639,198,14,374,47260.01
2113,639,144,10,286,17795.9
2114,639,63,14,158,21920.25
2115,639,16,13,431,29632.12
2116,639,41,30,349,41234.7
2117,639,1,18,89,43451.54
2118,639,128,12,365,29071.81
2119,639,138,31,435,29289.59
2120,639,81,17,67,13741.74
2121,639,193,28,195,28747.13
2122,639,93,12,68,47701.48
2123,639,104,23,60,33960.26
2124,639,32,31,172,33503.96
2125,639,169,14,388,21354.92
2126,639,114,11,499,46281.35
2127,639,200,13,388,6396.11
2128,639,156,30,242,41354.67
2129,639,156,36,134,15809.27
2130,639,75,19,115,17468.97
2131,639,19,5,433,30986.79
2132,639,122,18,337,37323.33
2133,639,39,10,393,44196.66
2134,639,33,25,399,22728.67
2135,639,91,9,461,21220.57
2136,639,22,16,273,28152.71
2137,639,113,21,334,21189.22
2138,639,41,14,152,12427.06
2139,639,13,1,69,17144.61
2140,639,10,28,58,23786.69
2141,639,21,2,462,9950.64
2142,639,53,30,154,14311.05
2143,639,33,18,53,33700.93
2144,639,199,3,470,19743.03
2145,639,11,19,242,5940.2
2146,639,199,18,339,47347.67
2147,639,35,16,165,43449.33
2148,639,33,17,369,46785.45
2149,639,135,7,448,20963.98
2150,639,39,20,161,29354.72
2151,639,140,15,253,31819.09
2152,639,79,21,242,45288.07
2153,639,58,1,425,42936.76
2154,639,167,32,391,15725.5
2155,639,56,34,399,35826.63
2156,639,62,30,131,23080.65
2157,639,163,29,417,31837.06
2158,639,110,26,389,25730.18
2159,639,112,32,207,26248.48
2160,639,114,16,467,8568.79
2161,639,199,8,234,28628.47
2162,639,82,10,169,13760.56
2163,639,31,3,461,35763.65
2164,639,142,25,175,26646.7
2165,639,32,20,152,27031.56
2166,639,23,1,270,37478.24
2167,639,100,1,219,5246.1
2168,639,131,33,147,7197.16
2169,639,97,12,173,45395.68
2170,639,100,19,144,10529.93
2171,639,7,1,457,13037.28
2172,639,138,34,307,44799.13
2173,639,37,11,438,31124.39
2174,639,6,32,75,43722.11
2175,639,31,26,98,47739.04
2176,639,57,30,207,34008.61
2177,639,43,34,480,14840.29
2178,639,51,30,346,34870.98
2179,639,97,18,325,35411.09
2180,639,2,29,56,42602.98
2181,639,128,2,408,8938.16
2182,639,162,13,238,41686.56
2183,639,168,33,260,9796.54
2184,639,92,5,261,39705.04
2185,639,39,34,54,37534.66
2186,639,143,27,359,48471.08
2187,639,101,17,417,5018.09
2188,639,28,12,390,17102.49
2189,639,37,2,97,28218.53
2190,639,76,1,127,19340.13
2191,639,13,3,473,47199.3
2192,639,88,20,316,33300.49
2193,639,66,15,382,8885.24
2194,639,63,23,428,7669.55
2195,639,58,14,132,30240.57
2196,639,190,31,447,17023.46
2197,639,192,33,146,29958.48
2198,639,122,8,386,49771.04
2199,639,58,12,147,13740.23
2200,639,108,36,491,23861.55
2201,670,144,13,270,22979.12
2202,670,14,18,444,5639.47
2203,670,113,7,127,44025.33
2204,670,147,7,111,14312.21
2205,670,154,28,332,35022.65
2206,670,82,9,347,27702.66
2207,670,62,29,287,28241.14
2208,670,136,7,451,47870.12
2209,670,183,3,155,16162.82
2210,670,22,15,275,30431.59
2211,670,118,31,380,47829.65
2212,670,11,23,63,15758.48
2213,670,32,36,216,22377.46
2214,670,147,30,190,47086.77
2215,670,30,34,281,47530.74
2216,670,28,9,421,41027.54
2217,670,198,21,356,33041.62
2218,670,6,27,380,5379.85
2219,670,121,27,306,43467.38
2220,670,75,35,148,7381.41
2221,670,156,6,119,11359.02
2222,670,60,26,460,36977.98
2223,670,168,30,319,27980.31
2224,670,186,22,315,49228.67
2225,670,68,14,497,8551.79
2226,670,170,28,449,31453.51
2227,670,15,19,90,13849.52
2228,670,178,18,461,34554.41
2229,670,29,35,165,31588.88
2230,670,114,2,438,43858.12
2231,670,172,17,51,38051.45
2232,670,145,21,136,20031.68
2233,670,40,12,237,35352.31
2234,670,150,3,195,42563.75
2235,670,8,20,379,22036.46
2236,670,62,15,141,30180.97
2237,670,73,19,379,40130.91
2238,670,7,13,418,14309.84
2239,670,199,19,207,36819.05
2240,670,31,11,138,28797.92
2241,670,197,14,86,34162.3
2242,670,86,13,484,34362.23
2243,670,134,9,357,22326.26
2244,670,100,2,230,8766.36
2245,670,49,36,441,19463.22
2246,670,11,20,224,11000.3
2247,670,143,33,481,10716.36
2248,670,56,14,84,10488.99
2249,670,79,13,247,36900.89
2250,670,65,33,235,40399.94
2251,670,48,18,470,38380.92
2252,670,124,1,118,37506.01
2253,670,159,34,406,17171.3
2254,670,8,31,127,31119.97
2255,670,29,9,462,49236.9
2256,670,55,18,286,37873.37
2257,670,107,9,413,34786.69
2258,670,10,12,132,39281.86
2259,670,112,20,342,29422.88
2260,670,154,35,165,39724.49
2261,670,59,29,356,47510.91
2262,670,88,26,341,11624.93
2263,670,59,8,278,20616.32
2264,670,54,36,442,39228.36
2265,670,34,21,130,48260.4
2266,670,47,10,230,33511.23
2267,670,151,10,294,30217.18
2268,670,10,17,356,21815.99
2269,670,32,17,431,39483.88
2270,670,179,23,278,23765.68
2271,670,11,26,89,7734.4
2272,670,124,26,230,33330.17
2273,670,78,12,273,17965.02
2274,670,116,7,309,16335.68
2275,670,24,7,329,35631.91
2276,670,50,7,352,42155.49
2277,670,123,20,466,14690.54
2278,670,16,25,178,34232.02
2279,670,124,17,128,25574.78
2280,670,72,8,431,9967.86
2281,670,79,6,102,49250.44
2282,670,21,18,148,46114.42
2283,670,69,34,122,43698.96
2284,670,32,16,419,21223.42
2285,670,76,21,478,26117.14
2286,670,199,15,334,38357.24
2287,670,134,8,182,14190.28
2288,670,159,19,70,16564.74
2289,670,110,21,213,11332.04
2290,670,129,31,480,9175.38
2291,670,187,14,455,26533.07
2292,670,183,21,276,24697.46
2293,670,116,4,80,28424.08
2294,670,175,30,317,8250.29
2295,670,100,27,184,39079.0
2296,670,176,12,208,21218.2
2297,670,184,17,319,21932.91
2298,670,85,21,339,28572.02
2299,670,32,20,68,5758.28
2300,670,162,23,157,18825.33
2301,700,44,33,258,16244.7
2302,700,106,4,129,26630.97
2303,700,42,36,57,18461.76
2304,700,36,29,193,36152.52
2305,700,198,18,204,36434.63
2306,700,122,18,440,29482.06
2307,700,67,23,497,40479.84
2308,700,109,8,335,27633.92
2309,700,71,36,261,32594.3
2310,700,119,14,239,11784.1
2311,700,179,3,172,28033.47
2312,700,183,28,337,16659.36
2313,700,120,20,423,8088.32
2314,700,93,29,298,20962.31
2315,700,116,18,460,26493.27
2316,700,115,26,433,7330.9
2317,700,93,35,155,11114.48
2318,700,36,27,331,48917.73
2319,700,175,6,109,29489.25
2320,700,121,6,109,20764.77
2321,700,24,20,58,25550.65
2322,700,143,36,94,45950.07
2323,700,133,7,437,9922.73
2324,700,31,6,362,12592.25
2325,700,194,35,65,38422.68
2326,700,14,26,230,5870.03
2327,700,175,15,277,49467.38
2328,700,80,19,177,14489.5
2329,700,58,25,429,9386.27
2330,700,155,36,379,31289.67
2331,700,1,17,443,20758.68
2332,700,121,7,103,22604.98
2333,700,144,23,352,30310.46
2334,700,90,27,58,30438.5
2335,700,152,36,220,44784.97
2336,700,5,14,268,40520.54
2337,700,150,36,380,39054.51
2338,700,62,6,89,36108.7
2339,700,11,21,205,46609.97
2340,700,99,16,189,42933.16
2341,700,91,1,120,21990.57
2342,700,55,32,201,6892.91
2343,700,157,10,71,8092.18
2344,700,75,8,245,21079.98
2345,700,71,36,188,15411.39
2346,700,53,32,243,46760.81
2347,700,47,14,423,39414.88
2348,700,12,30,205,28168.57
2349,700,44,23,59,41121.03
2350,700,16,22,463,40428.25
2351,700,194,11,448,22773.26
2352,700,197,23,347,15196.08
2353,700,188,28,479,19001.78
2354,700,139,17,268,23270.67
2355,700,129,31,349,5356.69
2356,700,126,7,313,21685.83
2357,700,40,31,495,48516.45
2358,700,9,31,432,33038.05
2359,700,187,14,144,6744.97
2360,700,140,25,306,48136.66
2361,700,99,29,426,48328.82
2362,700,138,6,456,39067.57
2363,700,108,15,227,19219.94
2364,700,118,2,359,6991.5
2365,700,146,24,363,8478.08
2366,700,190,28,192,22088.71
2367,700,58,13,220,44560.34
2368,700,26,8,247,47203.76
2369,700,125,7,58,37245.55
2370,700,100,26,200,15491.58
2371,700,37,24,437,47481.22
2372,700,199,9,121,46645.93
2373,700,182,25,333,22610.42
2374,700,26,4,225,32271.55
2375,700,136,15,99,20901.06
2376,700,160,32,181,20564.05
2377,700,125,15,77,10108.79
2378,700,154,3,421,19452.32
2379,700,67,8,136,44002.16
2380,700,182,11,352,10022.63
2381,700,4,3,326,15402.02
2382,700,61,18,372,11346.17
2383,700,153,6,440,12112.79
2384,700,131,13,81,8750.56
2385,700,159,31,410,40802.32
2386,700,156,4,335,13246.1
2387,700,87,19,426,49175.74
2388,700,183,11,57,41876.39
2389,700,146,35,336,42528.33
2390,700,184,26,486,7751.94
2391,700,131,23,455,22842.51
2392,700,48,28,334,36777.41
2393,700,117,36,94,45482.64
2394,700,182,15,199,23889.72
2395,700,131,34,330,14794.46
2396,700,69,36,367,8370.49
2397,700,108,24,192,13898.77
2398,700,78,35,304,7013.59
2399,700,7,22,241,8560.62
2400,700,118,36,158,7944.3
2401,731,93,27,486,46672.63
2402,731,52,30,498,11281.91
2403,731,92,10,307,20005.75
2404,731,79,5,441,33982.36
2405,731,186,21,406,15097.58
2406,731,171,32,375,20461.23
2407,731,166,36,279,17138.75
2408,731,184,10,84,18942.75
2409,731,82,25,174,45353.75
2410,731,97,14,330,34283.96
2411,731,82,32,81,28783.56
2412,731,146,9,80,12463.86
2413,731,166,4,295,13105.1
2414,731,11,2,125,17935.72
2415,731,52,10,208,41380.82
2416,731,149,30,182,19121.91
2417,731,52,18,140,5419.27
2418,731,55,18,153,5710.2
2419,731,153,10,158,42044.72
2420,731,146,14,362,35745.32
2421,731,84,3,73,49719.16
2422,731,159,10,413,9915.62
2423,731,129,18,290,43483.76
2424,731,145,3,325,46354.65
2425,731,117,17,59,39515.97
2426,731,32,29,448,35368.59
2427,731,105,6,188,28999.86
2428,731,172,5,176,39833.47
2429,731,47,10,325,41674.72
2430,731,4,36,464,35578.92
2431,731,72,8,294,49801.49
2432,731,99,4,137,28860.59
2433,731,105,25,200,22090.97
2434,731,107,33,484,42157.87
2435,731,37,14,384,36090.48
2436,731,38,7,387,31331.68
2437,731,120,25,398,32332.56
2438,731,5,3,176,25749.45
2439,731,143,7,247,18469.84
2440,731,9,15,435,29500.03
2441,731,133,16,428,18645.51
2442,731,99,20,322,26679.75
2443,731,86,4,430,16579.49
2444,731,122,30,266,7861.17
2445,731,93,1,140,18197.71
2446,731,112,14,137,13817.38
2447,731,119,25,144,44157.24
2448,731,25,25,207,29287.6
2449,731,22,2,455,39902.75
2450,731,90,33,490,42262.77
2451,731,164,17,93,35519.08
2452,731,46,16,138,23980.2
2453,731,2,15,125,36621.75
2454,731,177,11,459,42904.44
2455,731,98,3,309,46959.54
2456,731,96,24,454,19497.44
2457,731,142,24,367,5439.79
2458,731,5,32,166,39959.43
2459,731,124,7,93,45638.89
2460,731,117,14,149,6801.16
2461,731,198,12,338,31453.19
2462,731,24,14,397,20844.19
2463,731,98,19,108,32618.1
2464,731,23,6,166,9332.4
2465,731,66,27,457,22816.71
2466,731,109,27,469,29637.5
2467,731,31,33,322,49568.37
2468,731,57,36,367,12325.06
2469,731,159,13,365,25912.81
2470,731,172,34,425,45948.66
2471,731,124,27,285,14721.99
2472,731,115,5,294,40651.96
2473,731,108,33,469,12222.46
2474,731,169,17,270,48956.32
2475,731,73,18,208,34335.17
2476,731,181,25,389,43469.0
2477,731,12,24,473,20900.02
2478,731,146,25,385,22725.18
2479,731,200,23,347,20584.86
2480,731,42,23,166,21546.38
2481,731,144,22,260,7259.18
2482,731,73,19,498,43279.61
2483,731,22,5,64,48873.16
2484,731,93,22,368,30899.92
2485,731,36,28,421,27672.99
2486,731,193,8,88,10057.82
2487,731,181,19,417,19340.71
2488,731,140,33,223,29167.74
2489,731,9,2,243,20111.65
2490,731,154,32,398,41706.34
2491,731,41,7,64,30810.14
2492,731,125,5,168,43449.4
2493,731,180,9,214,18027.33
2494,731,51,19,184,17380.53
2495,731,195,35,207,28386.55
2496,731,34,13,93,29250.82
2497,731,152,5,105,16694.75
2498,731,43,11,261,34236.02
2499,731,128,27,412,13351.38
2500,731,110,14,337,7847.53
2501,762,60,10,78,21366.94
2502,762,165,31,52,32699.28
2503,762,20,18,278,27919.74
2504,762,20,22,172,25782.79
2505,762,24,15,348,47245.27
2506,762,119,29,53,20493.44
2507,762,123,9,135,36688.99
2508,762,109,12,483,26180.59
2509,762,6,31,166,5086.57
2510,762,178,19,471,5182.46
2511,762,8,8,437,38596.05
2512,762,122,3,277,10889.3
2513,762,52,9,423,31275.76
2514,762,21,4,396,43521.67
2515,762,41,18,97,19184.53
2516,762,49,8,264,10597.74
2517,762,118,32,469,20592.42
2518,762,17,2,257,14999.74
2519,762,64,18,307,31693.88
2520,762,119,32,317,21402.37
2521,762,77,25,397,32240.39
2522,762,178,7,60,26476.1
2523,762,20,8,299,33288.56
2524,762,65,4,252,17493.36
2525,762,25,11,477,26378.58
2526,762,1,29,438,23631.16
2527,762,8,14,117,37644.75
2528,762,43,34,496,49769.28
2529,762,10,24,462,49663.57
2530,762,121,9,288,47586.17
2531,762,157,5,342,12651.46
2532,762,98,3,98,9075.37
2533,762,197,20,339,48665.5
2534,762,172,4,208,16058.79
2535,762,149,9,62,34717.92
2536,762,13,31,346,38868.45
2537,762,19,1,87,46255.65
2538,762,164,23,363,9337.86
2539,762,28,12,184,42108.64
2540,762,73,31,459,19753.55
2541,762,120,31,481,27017.43
2542,762,44,4,415,9959.69
2543,762,153,6,472,23017.3
2544,762,150,31,114,12359.34
2545,762,126,2,457,6028.4
2546,762,28,4,432,20721.3
2547,762,168,27,365,19670.31
2548,762,26,7,97,11114.92
2549,762,90,11,199,21233.0
2550,762,153,16,406,9174.03
2551,762,167,26,51,34478.27
2552,762,149,29,444,31799.65
2553,762,10,7,254,26628.83
2554,762,139,16,258,5840.85
2555,762,83,17,214,10242.19
2556,762,143,34,131,34978.72
2557,762,195,8,101,29290.85
2558,762,73,7,462,28297.94
2559,762,123,12,61,17329.56
2560,762,68,27,164,42537.84
2561,762,185,33,465,30510.19
2562,762,88,18,235,24694.5
2563,762,79,17,324,17590.62
2564,762,59,31,446,31935.76
2565,762,90,14,420,44875.75
2566,762,66,26,299,22545.85
2567,762,143,14,94,15592.15
2568,762,110,26,107,15731.98
2569,762,130,10,220,34437.68
2570,762,107,9,106,25582.83
2571,762,92,22,373,17013.02
2572,762,152,1,234,29989.53
2573,762,56,1,95,41736.33
2574,762,44,22,393,42651.62
2575,762,171,36,405,45517.28
2576,762,46,30,246,40435.98
2577,762,166,13,104,12437.4
2578,762,156,5,187,42621.03
2579,762,192,32,85,7702.36
